STATION_NUMBER	STATION_NAME	PROV_TERR_STATE_LOC	HYD_STATUS
05OC025	BUFFALO CREEK NEAR ALTONA	MB	Discontinued
05OC026	RED RIVER ABOVE RED RIVER FLOODWAY	MB	Active
05OC028	RED RIVER AT ST. ADOLPHE	MB	Active
05OC029	RED RIVER FLOODWAY AT TRANS CANADA HIGHWAY	MB	Active
05OC801	MORDEN RESERVOIR NEAR MORDEN	MB	Discontinued
05OD001	ROSEAU RIVER NEAR DOMINION CITY	MB	Active
05OD002	ROSEAU RIVER AT DOMINION CITY	MB	Discontinued
05OD003	"ROSEAU RIVER BELOW RAILWAY BRIDGE, DOMINION CITY"	MB	Discontinued
05OD004	ROSEAU RIVER AT GARDENTON	MB	Active
05OD014	ROSEAU RIVER AT STUARTBURN	MB	Discontinued
05OD028	MAIN DRAIN NEAR DOMINION CITY	MB	Active
05OD030	ROSEAU RIVER NEAR CARIBOU	MN	Discontinued
05OD032	PINE CREEK NEAR PINE CREEK	MN	Discontinued
05OD802	ROSEAU RIVER ABOVE DOMINION CITY DAM (P.R. 200)	MB	Active
05OE001	RAT RIVER NEAR OTTERBURNE	MB	Active
05OE002	RAT RIVER NEAR ST. MALO	MB	Discontinued
05OE004	RAT RIVER NEAR SUNDOWN	MB	Active
05OE005	MANNING CANAL NEAR NIVERVILLE	MB	Discontinued
05OE008	MARSH RIVER ABOVE CONFLUENCE WITH RAT RIVER	MB	Discontinued
05OF002	MORRIS RIVER AT ROSENORT	MB	Discontinued
05OF003	BOYNE RIVER NEAR CARMAN	MB	Active
05OF004	BOYNE CHANNEL NEAR HOMEWOOD	MB	Discontinued
05OF006	BOYNE RIVER NEAR STEPHENFIELD	MB	Discontinued
05OF007	BOYNE RIVER NEAR RATHWELL	MB	Discontinued
05OF008	STEPHENFIELD LAKE NEAR STEPHENFIELD	MB	Active
05OF009	ROSEISLE CREEK NEAR ROSEISLE	MB	Active
05OF010	BOYNE RIVER NEAR TREHERNE	MB	Discontinued
05OF011	BOYNE RIVER NEAR ROSEISLE	MB	Active
05OF012	TOBACCO CREEK NEAR ROLAND	MB	Discontinued
05OF014	SHANNON CREEK NEAR MORRIS	MB	Active
05OF015	NORTH SHANNON CREEK NEAR MYRTLE	MB	Discontinued
05OF016	TOBACCO CREEK NEAR ROSEBANK	MB	Discontinued
05OF017	SOUTH TOBACCO CREEK NEAR MIAMI	MB	Active
05OF018	TOBACCO CREEK NEAR ROSEBANK	MB	Active
05OF019	SOUTH TOBACCO CREEK NEAR ROSEBANK	MB	Discontinued
05OF020	MORRIS RIVER NEAR ROSENORT	MB	Active
05OF021	SHANNON CREEK NEAR MORDEN	MB	Discontinued
05OF022	SHANNON CREEK NEAR WINKLER	MB	Discontinued
05OF024	LITTLE MORRIS RIVER NEAR ROSENORT	MB	Active
05OF026	NORQUAY CHANNEL NEAR HOMEWOOD	MB	Active
05OF801	BOYNE RIVER ABOVE CARMAN DAM	MB	Active
05OG001	LA SALLE RIVER NEAR SANFORD	MB	Active
05OG002	LA SALLE RIVER AT LA SALLE	MB	Active
05OG003	LA SALLE RIVER NEAR SANFORD	MB	Discontinued
05OG004	ELM CREEK CHANNEL NEAR FANNYSTELLE	MB	Discontinued
05OG005	ELM CREEK CHANNEL NEAR ELM CREEK	MB	Active
05OG006	ELM CREEK CHANNEL NO. 3 NEAR ELM CREEK	MB	Discontinued
05OG008	LA SALLE RIVER NEAR ELIE	MB	Active
05OG009	DOMAIN DRAIN NEAR DOMAIN	MB	Discontinued
05OG010	MANNESS DRAIN NEAR SANFORD	MB	Discontinued
05OG801	LA SALLE RIVER ABOVE HAMPSON DAM	MB	Active
05OG802	LA SALLE RIVER ABOVE HOGUE DAM	MB	Discontinued
05OG803	LA SALLE RIVER ABOVE LEWKO DAM	MB	Discontinued
05OG804	LA SALLE RIVER ABOVE ST. NORBERT DAM	MB	Active
05OG805	LA SALLE RIVER ABOVE STARBUCK DAM (P.R. 332)	MB	Active
05OG806	LA SALLE RIVER ABOVE SANFORD DAM	MB	Active
05OG807	LA SALLE RIVER AT ELIE	MB	Active
05OG808	LA SALLE RIVER ABOVE LA SALLE DAM (P.R. 330)	MB	Active
05OH001	"SEINE RIVER AT RAILWAY BRIDGE, NEAR STE. ANNE DES CHENES"	MB	Discontinued
05OH003	SEINE RIVER AT STE. ANNE DES CHENES	MB	Discontinued
05OH006	SEINE RIVER NEAR PRAIRIE GROVE	MB	Discontinued
05OH007	SEINE RIVER NEAR STE. ANNE	MB	Active
05OH009	SEINE RIVER SOUTH OF PRAIRIE GROVE	MB	Active
05OH802	SEINE RIVER AT STE. ANNE	MB	Active
05OJ001	RED RIVER AT WINNIPEG	MB	Discontinued
05OJ002	COOKS CREEK NEAR EAST SELKIRK	MB	Discontinued
05OJ005	RED RIVER AT SELKIRK	MB	Active
05OJ006	COOKS CREEK AT COOKS CREEK	MB	Discontinued
05OJ007	COOKS CREEK NEAR GLASS	MB	Discontinued
05OJ008	NETLEY CREEK NEAR PETERSFIELD	MB	Active
05OJ009	NETLEY CREEK NEAR MATLOCK	MB	Discontinued
05OJ010	RED RIVER NEAR LOCKPORT	MB	Discontinued
05OJ012	DEVILS CREEK NEAR SEMPLE	MB	Discontinued
05OJ014	RED RIVER FLOODWAY NEAR LOCKPORT	MB	Discontinued
05OJ015	RED RIVER AT JAMES AVENUE PUMPING STATION	MB	Active
05OJ017	GRASSMERE CREEK DRAIN NEAR MIDDLECHURCH	MB	Active
05OJ018	LAKE WINNIPEG NEAR SANS SOUCI	MB	Discontinued
05OJ019	COOKS CREEK BELOW COOKS CREEK DIVERSION	MB	Active
05OJ020	COOKS CREEK DIVERSION AT INLET	MB	Active
05OJ021	RED RIVER UPSTREAM OF ST. ANDREWS DAM AT LOCKPORT	MB	Active
05OJ022	RED RIVER AT BREEZY POINT	MB	Active
05OJ023	RED RIVER AT CHIEF PEGUIS TRAIL	MB	Discontinued
05OJ829	RED RIVER AT EAST SELKIRK GENERATING PLANT	MB	Active
05PA001	KETTLE RIVER ABOVE KETTLE FALLS	ON	Discontinued
05PA003	NAMAKAN LAKE ABOVE KETTLE FALLS DAM	ON	Discontinued
05PA005	NORTHERN LIGHT LAKE AT OUTLET	ON	Discontinued
05PA006	NAMAKAN RIVER AT OUTLET OF LAC LA CROIX	ON	Active
05PA010	FRENCH LAKE NEAR ATIKOKAN	ON	Discontinued
05PA011	LAC LA CROIX AT CAMPBELL'S CAMP	ON	Discontinued
05PA013	NAMAKAN LAKE AT SQUIRREL ISLAND	ON	Active
05PB001	SEINE RIVER NEAR LA SEINE	ON	Discontinued
05PB002	LITTLE TURTLE LAKE NEAR MINE CENTRE	ON	Discontinued
05PB003	MANITOU RIVER ABOVE DEVIL'S CASCADE	ON	Discontinued
05PB004	FOOTPRINT RIVER AT RAINY LAKE FALLS	ON	Discontinued
05PB007	RAINY LAKE NEAR FORT FRANCES	ON	Active
05PB009	SEINE RIVER AT STURGEON FALLS GENERATING STATION	ON	Active
05PB012	LAC DES MILLE LACS ABOVE OUTLET DAM	ON	Discontinued
05PB014	TURTLE RIVER NEAR MINE CENTRE	ON	Active
05PB015	PIPESTONE RIVER ABOVE RAINY LAKE	ON	Discontinued
05PB018	ATIKOKAN RIVER AT ATIKOKAN	ON	Active
05PB019	NORTHEAST TRIBUTARY TO DASHWA LAKE NEAR ATIKOKAN	ON	Discontinued
05PB020	EASTERN TRIBUTARY TO DASHWA LAKE NEAR ATIKOKAN	ON	Discontinued
05PB021	EYE RIVER NEAR HARDTACK LAKE NORTH OF ATIKOKAN	ON	Discontinued
05PB022	EYE RIVER NEAR COULSON LAKE NORTH OF ATIKOKAN	ON	Discontinued
05PB023	RAINY LAKE AT NORTHWEST BAY	ON	Active
05PB024	RAINY LAKE NEAR BEAR PASS	ON	Active
05PC009	LA VALLEE RIVER AT LA VALLEE	ON	Discontinued
05PC010	STURGEON RIVER NEAR BARWICK	ON	Discontinued
05PC011	PINEWOOD RIVER NEAR PINEWOOD	ON	Discontinued
05PC016	LA VALLEE RIVER NEAR DEVLIN	ON	Discontinued
05PC018	RAINY RIVER AT MANITOU RAPIDS	ON	Active
05PC019	RAINY RIVER AT FORT FRANCES	ON	Active
05PC021	RAINY RIVER AT RAINY RIVER	ON	Active
05PC022	LA VALLEE RIVER NEAR BURRISS	ON	Active
05PC023	PINEWOOD RIVER AT HIGHWAY NO. 617	ON	Active
05PC024	RAINY RIVER AT PITHERS POINT SITE NO.1	ON	Active
05PC025	RAINY RIVER AT PITHERS POINT SITE NO.2	ON	Active
05PD001	LAKE OF THE WOODS AT WARROAD	MN	Active
05PD004	SHOAL LAKE AT INDIAN BAY	MB	Active
05PD008	LAKE OF THE WOODS AT HANSON BAY	ON	Active
05PD011	LAKE OF THE WOODS AT CLEARWATER BAY	ON	Active
05PD014	LAKE 114 OUTLET NEAR KENORA	ON	Discontinued
05PD015	LAKE 240 OUTLET NEAR KENORA	ON	Discontinued
05PD016	LAKE 120 OUTLET NEAR KENORA	ON	Discontinued
05PD017	LAKE 470 OUTLET NEAR KENORA	ON	Discontinued
05PD018	LAKE 304 NEAR KENORA	ON	Discontinued
05PD019	LAKE 303 OUTLET NEAR KENORA	ON	Discontinued
05PD020	LAKE 303 NEAR KENORA	ON	Discontinued
05PD021	LAKE 239 NEAR KENORA	ON	Discontinued
05PD023	LAKE 239 OUTLET NEAR KENORA	ON	Discontinued
05PD024	"LAKE 239, LOWER EAST INLET, NEAR KENORA"	ON	Discontinued
05PD026	BERRY CREEK AT THE OUTLET OF BERRY LAKE	ON	Discontinued
05PD027	LAKE 114 NEAR KENORA	ON	Discontinued
05PD028	LAKE 661 OUTLET NEAR KENORA	ON	Discontinued
05PD029	LAKE OF THE WOODS AT CYCLONE ISLAND	ON	Active
05PD030	LAKE OF THE WOODS AT SIOUX NARROWS	ON	Discontinued
05PD031	LAKE 239 NORTHEAST INLET NEAR KENORA	ON	Discontinued
05PD033	LAKE 979 OUTFLOW NEAR KENORA	ON	Discontinued
05PD034	LAKE 979 NEAR KENORA	ON	Discontinued
05PD801	FALCON LAKE NEAR FALCON LAKE	MB	Active
05PD802	MOOSE LAKE NEAR SPRAGUE	MB	Active
05PE001	WINNIPEG RIVER BELOW KENORA POWERHOUSE	ON	Active
05PE003	LAKE OF THE WOODS OUTLET AT BOAT LIFT CHANNEL	ON	Discontinued
05PE004	LAKE OF THE WOODS OUTLET AT MILL 'C' KEEWATIN	ON	Discontinued
05PE005	LAKE OF THE WOODS OUTLET AT MINK CREEK	ON	Discontinued
05PE006	LAKE OF THE WOODS EASTERN OUTLET AT KENORA POWERHOUSE	ON	Active
05PE008	"WINNIPEG RIVER WEST BRANCH, KEEWATIN RIVER BRIDGE"	ON	Discontinued
05PE009	WINNIPEG RIVER AT MINAKI	ON	Active
05PE010	WINNIPEG RIVER AT WHITEDOG FALLS POWERHOUSE	ON	Discontinued
05PE011	LAKE OF THE WOODS WESTERN OUTLET ABOVE NORMAN DAM AND POWERHOUSE SITE NO.1	ON	Active
05PE012	WINNIPEG RIVER BELOW NORMAN DAM AND POWERHOUSE	ON	Active
05PE014	LAKE OF THE WOODS AT KEEWATIN	ON	Active
05PE015	"WINNIPEG RIVER BELOW MILL A, KEEWATIN"	ON	Discontinued
05PE016	LAKE OF THE WOODS AT KENORA	ON	Discontinued
05PE020	WINNIPEG RIVER BELOW LAKE OF THE WOODS OUTLETS	ON	Active
05PE021	WINNIPEG RIVER AT WHITEDOG INDIAN RESERVE	ON	Discontinued
05PE022	WINNIPEG RIVER ABOVE KIMBERLY RAPIDS	ON	Discontinued
05PE023	WINNIPEG RIVER AT WINNIPEG RIVER MARINA	ON	Discontinued
05PE024	WINNIPEG RIVER NEAR LOCKE BAY	ON	Discontinued
05PE025	WINNIPEG RIVER ABOVE THE DALLES	ON	Discontinued
05PE026	WINNIPEG RIVER ABOVE MYRTLE RAPIDS	ON	Discontinued
05PE028	WINNIPEG RIVER WESTERN CHANNEL NEAR TUNNEL ISLAND	ON	Active
05PE029	LAKE OF THE WOODS WESTERN OUTLET ABOVE NORMAN DAM AND POWERHOUSE SITE NO.2	ON	Active
05PE030	LAKE OF THE WOODS WESTERN OUTLET ABOVE NORMAN DAM AND POWERHOUSE SITE NO.3	ON	Active
05PF001	WINNIPEG RIVER AT POINTE DU BOIS	MB	Discontinued
05PF008	WINNIPEG RIVER BELOW SLAVE FALLS	MB	Discontinued
05PF015	"WINNIPEG RIVER BELOW FOURTH FALLS, SEVEN SISTERS"	MB	Discontinued
05PF022	WINNIPEG RIVER AT TRAMWAY BRIDGE LAC DU BONNET	MB	Discontinued
05PF044	WINNIPEG RIVER HEAD OF GRAND DU BONNET FALLS	MB	Discontinued
05PF048	WINNIPEG RIVER TAILRACE GREAT FALLS POWER PLANT	MB	Active
05PF051	WINNIPEG RIVER ABOVE BOUNDARY FALLS	ON	Active
05PF057	WINNIPEG RIVER HEAD WATER SEVEN SISTERS POWER PLANT	MB	Active
05PF060	"WINNIPEG RIVER AT WINNIPEG ELECTRIC DOCK, LAC DU BONNET"	MB	Discontinued
05PF062	WINNIPEG RIVER AT LAC DU BONNET	MB	Active
05PF063	WINNIPEG RIVER AT SLAVE FALLS	MB	Active
05PF064	WINNIPEG RIVER ABOVE LAMPREY FALLS	MB	Discontinued
05PF065	DEAD CREEK NEAR LEE RIVER NORTH OF PINAWA	MB	Discontinued
05PF068	WINNIPEG RIVER AT MCARTHUR GENERATING STATION	MB	Active
05PF069	WINNIPEG RIVER AT PINE FALLS GENERATING STATION	MB	Active
05PF070	NUTIMIK LAKE AT NUTIMIK LAKE	MB	Active
05PF801	MARGARET LAKE NEAR OTTER FALLS	MB	Discontinued
05PG001	WHITESHELL RIVER AT OUTLET OF JESSICA LAKE	MB	Active
05PG002	RENNIE RIVER NEAR RENNIE	MB	Discontinued
05PG003	BRERETON LAKE NEAR RENNIE	MB	Discontinued
05PG801	BIG WHITESHELL LAKE AT BIG WHITESHELL LAKE	MB	Active
05PG802	STAR LAKE NEAR OUTLET CONTROL STRUCTURE	MB	Active
05PG803	WEST HAWK LAKE AT WEST HAWK LAKE(CAMPGROUND)	MB	Active
05PG806	CADDY LAKE AT CADDY LAKE(CAMPGROUND)	MB	Active
05PG807	BRERETON LAKE AT BRERETON LAKE(INVERNESS FALLS)	MB	Active
05PG809	JESSICA LAKE ABOVE JESSICA LAKE DAM	MB	Active
05PG810	BETULA LAKE AT BETULA LAKE RESORT	MB	Active
05PG811	WHITE LAKE AT WHITE LAKE CAMPGROUND	MB	Active
05PG812	WHITESHELL RIVER ABOVE WHITE LAKE DAM	MB	Active
05PH003	WHITEMOUTH RIVER NEAR WHITEMOUTH	MB	Active
05PH004	WHITEMOUTH LAKE NEAR VASSAR	MB	Discontinued
05PH005	WHITEMOUTH LAKE NEAR THE OUTLET	MB	Discontinued
05PH006	WHITEMOUTH RIVER BELOW OUTLET OF WHITEMOUTH LAKE	MB	Discontinued
05PH007	BIRCH RIVER NEAR PRAWDA	MB	Active
05PJ001	BIRD RIVER AT OUTLET OF BIRD LAKE	MB	Active
05QA001	ENGLISH RIVER NEAR SIOUX LOOKOUT	ON	Discontinued
05QA002	ENGLISH RIVER AT UMFREVILLE	ON	Active
05QA004	STURGEON RIVER AT MCDOUGALL MILLS	ON	Active
05QA005	BELL RIVER ABOVE STURGEON LAKE	ON	Discontinued
05QA006	PELICAN LAKE AT SIOUX LOOKOUT	ON	Active
05QB001	LAC SEUL AT LAC SEUL	ON	Active
05QB002	LAC SEUL AT HUDSON	ON	Active
05QB003	LAC SEUL AT GOLDPINES	ON	Active
05QB005	LAKE ST. JOSEPH DIVERSION ABOVE CONTROL DAM	ON	Discontinued
05QB006	LAKE ST. JOSEPH DIVERSION AT ROOT PORTAGE	ON	Discontinued
05QB007	ENGLISH RIVER AT PINE RIDGE	ON	Discontinued
05QC001	CHUKUNI RIVER NEAR EAR FALLS	ON	Active
05QC003	TROUTLAKE RIVER ABOVE BIG FALLS	ON	Discontinued
05QC004	PAKWASH LAKE BELOW SNAKE FALLS	ON	Active
05QC005	RED LAKE AT FORESTRY POINT	ON	Active
05QC006	GOLDEN CREEK NEAR RED LAKE	ON	Active
05QC007	TROUTLAKE RIVER BELOW WOMAN RIVER	ON	Active
05QD001	WABIGOON RIVER AT WABIGOON FALLS	ON	Discontinued
05QD002	"WABIGOON RIVER BELOW RAILWAY BRIDGE, NEAR QUIBELL"	ON	Discontinued
05QD003	EAGLE RIVER AT EAGLE RIVER	ON	Discontinued
05QD006	WABIGOON RIVER NEAR QUIBELL	ON	Active
05QD007	LAKE 305 NEAR KENORA	ON	Discontinued
05QD008	LAKE 227 OUTLET NEAR KENORA	ON	Discontinued
05QD009	LAKE 227 NEAR KENORA	ON	Discontinued
05QD010	WABIGOON RIVER NEAR DRYDEN	ON	Discontinued
05QD011	LAKE 230 OUTLET NEAR KENORA	ON	Discontinued
05QD012	LAKE 261 OUTLET NEAR KENORA	ON	Discontinued
05QD013	LAKE 265 OUTLET NEAR KENORA	ON	Discontinued
05QD015	LAKE 226 OUTLET NEAR KENORA	ON	Discontinued
05QD016	WABIGOON RIVER AT DRYDEN	ON	Active
05QD017	LAKE 223 OUTLET NEAR KENORA	ON	Discontinued
05QD018	LAKE 224 OUTLET NEAR KENORA	ON	Discontinued
05QD020	CLAY LAKE NEAR QUIBELL	ON	Discontinued
05QD021	LAKE 223 NEAR KENORA	ON	Discontinued
05QD022	LAKE 302 NEAR KENORA	ON	Discontinued
05QD023	LAKE 302 OUTLET NEAR KENORA	ON	Discontinued
05QD024	LAKE 302 UPLAND WATERSHED NEAR KENORA	ON	Discontinued
05QD025	LAKE 382 OUTFLOW	ON	Discontinued
05QD027	LAKE 632 OUTFLOW NEAR KENORA	ON	Discontinued
05QD028	LAKE 632 NEAR KENORA	ON	Discontinued
05QD029	FOREST LAKE ABOVE CANYON LAKE	ON	Active
05QE005	ENGLISH RIVER AT CARIBOU FALLS	ON	Discontinued
05QE006	ENGLISH RIVER AT EAR FALLS	ON	Discontinued
05QE007	ENGLISH RIVER AT MANITOU FALLS	ON	Discontinued
05QE008	CEDAR RIVER BELOW WABASKANG LAKE	ON	Active
05QE009	STURGEON RIVER AT OUTLET OF SALVESEN LAKE	ON	Active
05QE011	SALVESEN LAKE NEAR OUTLET	ON	Discontinued
05QE012	LONG-LEGGED RIVER BELOW LONG-LEGGED LAKE	ON	Active
05QE013	BALL LAKE AT BALL LAKE LODGE	ON	Discontinued
05QE014	SEPARATION LAKE AT WALSTENS OUTPOST CAMP	ON	Discontinued
05QE015	GRASSY NARROWS LAKE AT GRASSY NARROWS	ON	Active
05RA002	BLACK RIVER NEAR MANIGOTAGAN	MB	Discontinued
05RA802	WANIPIGOW LAKE NEAR BISSETT (CAMPGROUND)	MB	Discontinued
05RB001	SASAGINNIGAK LAKE AT FORESTRY TOWER	MB	Discontinued
05RB002	SASAGINNIGAK LAKE AT SASAGINNIGAK LAKE LODGE	MB	Discontinued
05RB003	BLOODVEIN RIVER ABOVE BLOODVEIN BAY	MB	Active
05RC001	BERENS RIVER ABOVE BERENS LAKE	ON	Active
05RD001	BERENS RIVER ABOVE LITTLE GRAND RAPIDS	MB	Discontinued
05RD005	LAKE WINNIPEG AT BERENS RIVER	MB	Active
05RD006	FAMILY LAKE AT LITTLE GRAND RAPIDS	MB	Active
05RD007	BERENS RIVER AT OUTLET OF LONG LAKE	MB	Discontinued
05RD008	PIGEON RIVER AT OUTLET OF ROUND LAKE	MB	Discontinued
05RD009	ROUND LAKE AT FORESTRY DOCK	MB	Discontinued
05RD010	LONG LAKE NEAR LITTLE GRAND RAPIDS	MB	Discontinued
05RD011	ROUND LAKE AT OUTLET	MB	Active
05RE001	POPLAR RIVER AT OUTLET OF WEAVER LAKE	MB	Discontinued
05RE002	WEAVER LAKE AT OUTLET	MB	Active
05RE003	LAKE WINNIPEG AT GEORGE ISLAND	MB	Active
05RF001	LAKE WINNIPEG AT MONTREAL POINT	MB	Active
05SA001	BROKENHEAD RIVER AT ST. OUENS	MB	Discontinued
05SA002	BROKENHEAD RIVER NEAR BEAUSEJOUR	MB	Active
05SA003	LAKE WINNIPEG AT VICTORIA BEACH	MB	Active
05SA004	BROKENHEAD RIVER NEAR VIVIAN	MB	Discontinued
05SA005	LAKE WINNIPEG AT TRAVERSE BAY	MB	Discontinued
05SA013	BROKENHEAD RIVER NEAR ROSS	MB	Discontinued
05SB001	LAKE WINNIPEG AT WINNIPEG BEACH	MB	Discontinued
05SB002	WILLOW CREEK NEAR GIMLI	MB	Discontinued
05SB003	FISH LAKE AT OUTLET CONTROL STRUCTURE	MB	Discontinued
05SB004	FISH LAKE DRAIN NEAR MELEB	MB	Discontinued
05SB005	FISH LAKE DRAIN NEAR CAMP MORTON	MB	Discontinued
05SB006	LAKE WINNIPEG AT GIMLI	MB	Active
05SC002	ICELANDIC RIVER NEAR RIVERTON	MB	Active
05SD001	LAKE WINNIPEG AT PINE DOCK	MB	Active
05SD002	LAKE WINNIPEG AT MATHESON ISLAND LANDING	MB	Active
05SD003	FISHER RIVER NEAR DALLAS	MB	Active
05SD004	EAST FISHER RIVER NEAR HODGSON	MB	Active
05SD005	FISHER RIVER NEAR FISHERTON	MB	Active
05SD006	FISHER RIVER NORTH OF DALLAS	MB	Active
05SD801	OTTER LAKE NEAR BROAD VALLEY	MB	Active
05SD802	LAKE ST. GEORGE NEAR KOOSTATAK	MB	Active
05SF001	LAKE WINNIPEG AT ANAMA BAY	MB	Discontinued
05SG001	LAKE WINNIPEG AT MISSION POINT	MB	Active
05TA001	REED LAKE NEAR CRANBERRY PORTAGE	MB	Discontinued
05TA002	SIMONHOUSE LAKE NEAR CRANBERRY PORTAGE	MB	Discontinued
05TB002	GRASS RIVER AT WEKUSKO FALLS	MB	Discontinued
05TB003	WEKUSKO LAKE AT BERRY BAY WHARF	MB	Discontinued
05TB801	SNOW LAKE AT SNOW LAKE	MB	Discontinued
05TC701	SETTING LAKE ABOVE SASAGIU RAPIDS	MB	Active
05TD001	GRASS RIVER ABOVE STANDING STONE FALLS	MB	Active
05TD002	WINTERING LAKE AT THICKET PORTAGE	MB	Discontinued
05TE001	BURNTWOOD RIVER ABOVE THREE POINT LAKE	MB	Discontinued
05TE002	BURNTWOOD RIVER ABOVE LEAF RAPIDS	MB	Active
05TF001	FOOTPRINT LAKE AT NELSON HOUSE	MB	Active
05TF002	FOOTPRINT RIVER ABOVE FOOTPRINT LAKE	MB	Active
05TF003	RAT RIVER BELOW NOTIGI CONTROL STRUCTURE	MB	Discontinued
05TF004	RAT LAKE NEAR NOTIGI CONTROL STRUCTURE	MB	Active
05TF006	WUSKWATIM LAKE NEAR THOMPSON	MB	Active
05TF701	WAPISU LAKE 5 KM BELOW NOTIGI CONTROL	MB	Active
05TF703	THREEPOINT LAKE NEAR NELSON HOUSE	MB	Active
05TF710	NOTIGI FOREBAY	MB	Active
05TF771	WUSKWATIM LAKE - SOUTHWEST SHORE	MB	Active
05TF772	WUSKWATIM LAKE - LAKE ENTRANCE	MB	Active
05TF774	WUSKWATIM LAKE - NORTHEAST SHORE	MB	Active
05TF784	LEFTROOK LAKE	MB	Active
05TG001	BURNTWOOD RIVER NEAR THOMPSON	MB	Active
05TG002	TAYLOR RIVER NEAR THOMPSON	MB	Active
05TG003	ODEI RIVER NEAR THOMPSON	MB	Active
05TG004	BURNTWOOD RIVER BELOW FIRST RAPIDS	MB	Unknown
05TG005	BURNTWOOD RIVER ABOVE MANASAN FALLS	MB	Active
05TG006	SAPOCHI RIVER NEAR NELSON HOUSE	MB	Active
05TG701	BURNTWOOD RIVER 0.5 KM ABOVE MANASAN FALLS	MB	Active
05TG702	BURNTWOOD RIVER 0.2 KM BELOW MILES HART BRIDGE	MB	Active
05TG703	BURNTWOOD RIVER IN BIRCHTREE MINE PUMPHOUSE	MB	Active
05TG707	BURNTWOOD RIVER 0.4 KM ABOVE BIRCHTREE LAKE	MB	Active
05TG712	APUSSIGAMASI LAKE 230 M ABOVE THE EXIT	MB	Active
05UA003	GUNISAO RIVER AT JAM RAPIDS	MB	Active
05UB001	NELSON RIVER AT NORWAY HOUSE	MB	Active
05UB002	NELSON RIVER NEAR WARREN LANDING	MB	Discontinued
05UB003	NELSON RIVER AT WARREN LANDING	MB	Discontinued
05UB004	PLAYGREEN LAKE AT TAIT ISLAND NEAR NORWAY HOUSE	MB	Discontinued
05UB005	PLAYGREEN LAKE AT ENTRANCE TO EAST NELSON RIVER	MB	Active
05UB006	PLAYGREEN LAKE OPPOSITE BELFOUR POINT NEAR NORWAY HOUSE	MB	Discontinued
05UB007	KISKITTOGISU LAKE NEAR NORWAY HOUSE	MB	Discontinued
05UB008	NELSON RIVER (EAST CHANNEL) BELOW SEA RIVER FALLS	MB	Active
05UB009	NELSON RIVER (WEST CHANNEL) AT JENPEG	MB	Active
05UB010	METCHANAIS CHANNEL BELOW KISKITTOGISU LAKE	MB	Discontinued
05UB011	OMINAWIN CHANNEL BELOW KISKITTOGISU LAKE	MB	Discontinued
05UB012	KISIPACHEWUK CHANNEL BELOW KISKITTOGISU LAKE	MB	Discontinued
05UB013	KISKITTO LAKE NEAR NORWAY HOUSE	MB	Active
05UB014	PLAYGREEN LAKE BELOW LULU ISLAND	MB	Discontinued
05UB015	PLAYGREEN LAKE ABOVE WHISKEY JACK NARROWS	MB	Discontinued
05UB017	KISKITTOGISU LAKE AT WHISKEY JACK LANDING	MB	Active
05UC701	MINAGO RIVER 0.8 KM BELOW DRUNKEN LAKE	MB	Active
05UC702	MINAGO RIVER 3.8 KM BELOW HILL LAKE	MB	Active
05UC703	HILL LAKE NEAR MINAGO RIVER OUTLET	MB	Active
05UC704	HILL LAKE NEAR MINAGO RIVER INLET	MB	Active
05UD001	CROSS LAKE AT CROSS LAKE	MB	Active
05UD004	NELSON RIVER ABOVE BLADDER RAPIDS	MB	Discontinued
05UD005	SIPIWESK LAKE AT CROSS PORTAGE	MB	Discontinued
05UD006	SIPIWESK LAKE AT FORESTRY DOCK	MB	Active
05UD007	SIPIWESK LAKE AT SIPIWESK LANDING	MB	Active
05UD008	CROSS LAKE BELOW JENPEG	MB	Discontinued
05UD009	CROSS LAKE ABOVE WHITEMUD FALLS	MB	Discontinued
05UD701	NELSON RIVER 450 M BELOW THE CROSS LAKE WEIR	MB	Active
05UD703	NELSON RIVER 430 M ABOVE THE CROSS LAKE WEIR	MB	Active
05UE004	NELSON RIVER BELOW SIPIWESK LAKE	MB	Discontinued
05UE005	NELSON RIVER AT KELSEY GENERATING STATION	MB	Active
05UF003	SPLIT LAKE AT SPLIT LAKE	MB	Active
05UF004	KETTLE RIVER NEAR GILLAM	MB	Active
05UF006	NELSON RIVER AT KETTLE GENERATING STATION	MB	Active
05UF007	NELSON RIVER AT LONG SPRUCE GENERATING STATION	MB	Active
05UG001	LIMESTONE RIVER NEAR BIRD	MB	Active
05UH001	ANGLING RIVER NEAR BIRD	MB	Active
05UH002	WEIR RIVER ABOVE THE MOUTH	MB	Active
06AA001	BEAVER RIVER NEAR GOODRIDGE	AB	Active
06AA002	AMISK RIVER AT HIGHWAY NO. 36	AB	Active
06AA003	BEAVER LAKE AT RANGER STATION	AB	Discontinued
06AA004	COLUMBINE CREEK NEAR THE MOUTH	AB	Discontinued
06AA901	COLUMBINE CREEK NEAR GLENDON	AB	Discontinued
06AB001	SAND RIVER NEAR THE MOUTH	AB	Active
06AB002	WOLF RIVER AT OUTLET OF WOLF LAKE	AB	Active
06AB003	PUNK CREEK NEAR THE MOUTH	AB	Discontinued
06AB004	WOLF LAKE AT OUTLET	AB	Active
06AC001	JACKFISH CREEK NEAR LA COREY	AB	Active
06AC002	MOORE LAKE NEAR COLD LAKE	AB	Active
